czas,czujnik1,czujnik2
 46858,99545.33,102746.42
 46865,99545.95,102745.86
 46874,99545.16,102746.64
 46882,99545.66,102746.52
 46891,99545.38,102746.47
 46899,99545.45,102746.91
 46908,99545.30,102746.66
 46916,99545.42,102746.48
 46925,99545.72,102746.92
 46933,99545.47,102746.53
 46942,99545.64,102746.86
 46949,99545.50,102746.81
 46958,99546.33,102746.91
 46967,99545.80,102746.61
 46976,99546.16,102746.62
 46983,99546.78,102746.16
 46992,99546.58,102746.83
 47000,99546.58,102746.70
 47009,99546.62,102746.81
 47018,99546.84,102746.75
 47026,99546.91,102746.70
 47034,99546.25,102746.78
 47043,99546.42,102746.66
 47051,99547.08,102747.22
 47060,99547.05,102747.09
 47067,99546.69,102746.81
 47077,99546.86,102746.70
 47084,99546.61,102746.56
 47093,99546.66,102746.80
 47101,99546.58,102746.77
 47111,99547.17,102747.08
 47118,99546.92,102746.94
 47127,99547.06,102746.77
 47135,99546.89,102746.50
 47144,99546.88,102746.58
 47153,99546.28,102746.33
 47161,99546.34,102746.44
 47169,99546.02,102745.88
 47178,99545.70,102746.27
 47186,99544.98,102746.25
 47195,99545.06,102745.91
 47204,99545.03,102746.06
 47211,99544.30,102746.02
 47219,99544.02,102745.59
 47228,99543.44,102745.58
 47236,99543.53,102745.19
 47246,99543.19,102745.30
 47254,99542.28,102745.09
 47262,99542.69,102745.12
 47270,99542.75,102744.77
 47279,99542.02,102744.72
 47288,99542.22,102744.36
 47295,99541.94,102744.05
 47304,99541.88,102744.75
 47312,99541.27,102744.20
 47321,99541.38,102744.31
 47330,99542.02,102743.97
 47338,99541.47,102743.97
 47346,99542.00,102744.53
 47355,99541.16,102744.02
 47363,99541.38,102743.75
 47372,99541.38,102744.11
 47380,99541.42,102744.31
 47389,99541.47,102743.83
 47397,99540.92,102743.77
 47406,99540.77,102743.78
 47415,99540.91,102743.59
 47423,99541.14,102743.94
 47432,99540.20,102743.62
 47440,99540.92,102743.78
 47448,99540.47,102743.97
 47457,99540.55,102743.48
 47465,99540.20,102743.36
 47473,99540.64,102743.31
 47481,99540.30,102742.91
 47491,99540.12,102743.89
 47498,99539.44,102742.86
 47507,99539.64,102742.97
 47515,99540.08,102743.25
 47523,99539.98,102742.72
 47532,99539.72,102742.77
 47540,99539.30,102743.31
 47549,99539.41,102742.66
 47557,99539.00,102742.44
 47566,99539.38,102742.62
 47574,99538.86,102742.84
 47583,99538.77,102742.97
 47590,99539.30,102742.38
 47600,99538.53,102742.84
 47608,99538.30,102742.12
 47616,99538.84,102742.58
 47625,99538.22,102742.36
 47633,99538.42,102742.50
 47641,99538.33,102742.08
 47649,99538.12,102742.38
 47658,99538.12,102742.77
 47667,99538.20,102742.31
 47675,99538.03,102742.44
 47684,99537.86,102742.33
 47691,99537.73,102742.00
 47700,99538.20,102742.02
 47708,99537.80,102742.05
 47717,99537.36,102741.98
 47725,99537.83,102742.09
 47734,99537.97,102741.83
 47743,99537.92,102742.27
 47751,99537.75,102742.48
 47759,99537.44,102742.31
 47767,99537.62,102741.75
 47776,99537.52,102741.89
 47784,99537.44,102741.95
 47793,99536.95,102741.69
 47802,99537.53,102741.77
 47809,99537.16,102741.62
 47819,99536.86,102742.02
 47826,99537.48,102741.94
 47836,99537.08,102741.75
 47844,99537.36,102741.27
 47852,99537.53,102741.44
 47861,99536.92,102742.20
 47869,99536.89,102741.86
 47878,99537.17,102741.56
 47886,99536.84,102741.44
 47895,99536.56,102741.80
 47902,99536.98,102741.52
 47912,99537.28,102742.06
 47919,99537.23,102741.22
 47928,99537.22,102741.17
 47936,99536.66,102741.58
 47945,99536.47,102741.22
 47953,99536.75,102741.12
 47962,99536.69,102741.42
 47970,99536.73,102741.28
 47979,99536.42,102741.38
 47987,99536.81,102741.14
 47996,99536.69,102741.45
 48004,99536.55,102741.27
 48013,99536.38,102741.45
 48020,99536.66,102741.31
 48029,99536.78,102741.25
 48037,99536.84,102741.34
 48046,99536.70,102741.14
 48054,99537.05,102741.33
 48063,99537.02,102741.39
 48071,99536.61,102740.97
 48080,99536.62,102741.94
 48088,99537.20,102741.47
 48097,99536.97,102741.91
 48105,99537.86,102741.67
 48113,99537.86,102741.95
 48122,99538.31,102742.00
 48131,99538.23,102741.62
 48139,99538.64,102741.48
 48148,99538.81,102741.83
 48156,99538.62,102742.23
 48165,99539.20,102741.95
 48173,99539.62,102742.53
 48181,99540.00,102742.55
 48189,99540.25,102742.61
 48198,99540.34,102742.52
 48207,99540.38,102742.56
 48215,99540.52,102743.16
 48222,99541.83,102742.78
 48231,99541.78,102743.27
 48239,99541.86,102743.30
 48248,99542.33,102743.91
 48256,99542.81,102743.28
 48265,99543.02,102743.45
 48273,99543.31,102743.89
 48282,99543.55,102743.95
 48290,99543.88,102743.78
 48299,99544.14,102743.94
 48307,99543.75,102743.94
 48315,99543.78,102743.78
 48325,99544.20,102744.19
 48333,99544.11,102744.34
 48341,99544.97,102744.55
 48350,99544.83,102744.22
 48358,99545.14,102744.50
 48367,99544.80,102744.52
 48375,99545.09,102744.94
 48383,99545.73,102744.77
 48392,99545.83,102744.45
 48400,99546.27,102744.61
 48409,99546.08,102744.89
 48417,99545.84,102745.25
 48425,99546.14,102745.28
 48434,99546.47,102745.45
 48442,99546.72,102745.14
 48450,99546.77,102745.80
 48459,99546.89,102745.67
 48468,99546.77,102745.41
 48477,99547.42,102745.80
 48484,99547.48,102745.59
 48493,99547.77,102745.38
 48501,99548.30,102746.28
 48510,99547.97,102744.97
 48518,99547.98,102745.77
 48527,99548.08,102746.16
 48534,99548.53,102745.72
 48543,99548.75,102746.06
 48552,99548.81,102746.27
 48560,99548.47,102746.00
 48569,99549.08,102746.55
 48577,99549.53,102746.81
 48585,99548.81,102746.77
 48594,99549.53,102746.50
 48603,99549.69,102747.06
 48611,99549.77,102746.61
 48620,99549.94,102747.02
 48627,99550.34,102746.84
 48637,99550.61,102747.38
 48644,99550.42,102747.12
 48653,99550.66,102747.06
 48662,99550.41,102747.02
 48670,99550.70,102747.33
 48678,99550.80,102747.34
 48687,99550.89,102746.94
 48695,99550.69,102747.19
 48704,99551.17,102747.34
 48712,99551.33,102747.53
 48721,99551.53,102747.75
 48729,99551.58,102747.36
 48738,99551.52,102747.28
 48745,99551.86,102747.83
 48754,99551.59,102748.05
 48762,99551.72,102747.80
 48771,99551.56,102748.20
 48780,99551.41,102747.59
 48788,99551.45,102747.72
 48796,99551.77,102748.42
 48805,99551.95,102748.08
 48813,99552.23,102747.70
 48822,99552.22,102748.08
 48830,99551.66,102748.38
 48839,99552.03,102748.30
 48847,99551.95,102747.81
 48856,99552.11,102748.39
 48863,99551.75,102748.55
 48872,99552.66,102748.62
 48881,99553.02,102747.95
 48890,99552.41,102748.47
 48897,99552.38,102748.08
 48906,99552.75,102748.16
 48915,99552.84,102748.38
 48922,99553.00,102748.45
 48932,99553.00,102748.42
 48939,99552.89,102748.69
 48948,99553.22,102748.34
 48956,99553.03,102748.58
 48965,99553.05,102748.05
 48973,99553.77,102748.27
 48982,99553.34,102748.66
 48991,99553.41,102748.22
 48998,99553.14,102748.11
 49007,99553.31,102748.45
 49015,99553.41,102748.48
 49023,99553.75,102748.23
 49032,99553.16,102748.59
 49041,99553.77,102748.70
 49049,99553.64,102748.77
 49058,99553.80,102748.92
 49067,99553.66,102748.09
 49074,99553.66,102748.48
 49083,99554.23,102749.19
 49091,99553.47,102748.91
 49100,99554.12,102748.56
 49108,99554.19,102748.59
 49117,99554.59,102748.70
 49125,99554.36,102748.69
 49134,99554.52,102748.58
 49142,99554.84,102748.83
 49151,99554.89,102748.47
 49159,99554.58,102749.08
 49167,99554.44,102748.59
 49175,99554.02,102748.39
 49184,99554.66,102748.72
 49192,99554.34,102748.56
 49201,99555.34,102748.61
 49210,99554.78,102749.03
 49218,99555.28,102748.22
 49227,99555.16,102748.70
 49235,99555.22,102749.16
 49243,99555.72,102749.28
 49252,99555.47,102749.36
 49261,99555.36,102748.91
 49269,99554.89,102748.88
 49276,99555.53,102748.84
 49285,99555.42,102748.47
 49294,99555.66,102749.25
 49302,99555.48,102749.08
 49311,99555.98,102749.56
 49319,99555.73,102748.98
 49328,99556.34,102749.48
 49336,99556.03,102749.05
 49345,99556.62,102749.20
 49352,99556.14,102748.98
 49361,99556.38,102749.09
 49370,99556.38,102749.41
 49378,99556.33,102749.25
 49386,99556.22,102749.41
 49395,99555.94,102748.62
 49404,99556.80,102749.09
 49412,99556.83,102749.72
 49421,99556.53,102749.17
 49429,99556.30,102749.31
 49438,99556.86,102749.00
 49446,99556.84,102749.55
 49455,99556.47,102749.28
 49463,99556.64,102749.45
 49472,99556.84,102749.45
 49480,99556.97,102749.16
 49488,99556.88,102749.03
 49496,99556.66,102749.30
 49506,99556.69,102748.91
 49513,99556.17,102749.14
 49523,99556.67,102748.98
 49530,99556.73,102749.03
 49539,99556.75,102749.22
 49548,99556.17,102748.89
 49556,99556.14,102749.06
 49564,99556.38,102749.02
 49573,99556.75,102749.08
 49581,99556.58,102748.56
 49589,99556.70,102748.67
 49597,99556.22,102749.09
 49606,99556.42,102748.59
 49614,99556.42,102749.02
 49622,99555.72,102748.22
 49631,99556.11,102748.22
 49639,99555.70,102747.86
 49648,99555.41,102748.44
 49656,99555.08,102748.08
 49665,99555.59,102747.72
 49674,99554.67,102747.69
 49681,99554.48,102747.09
 49690,99554.47,102747.56
 49699,99553.81,102747.20
 49706,99553.61,102746.67
 49716,99553.44,102746.73
 49724,99552.47,102746.88
 49732,99553.06,102746.75
 49741,99552.30,102746.59
 49749,99551.81,102746.53
 49757,99552.16,102746.11
 49765,99551.58,102746.03
 49775,99551.53,102746.27
 49782,99551.34,102745.86
 49791,99551.64,102746.06
 49800,99551.20,102745.64
 49808,99551.59,102745.17
 49817,99551.36,102745.59
 49825,99551.11,102745.66
 49834,99551.28,102745.47
 49841,99551.02,102745.05
 49851,99551.02,102744.77
 49859,99550.56,102745.03
 49867,99550.38,102744.92
 49876,99550.86,102744.94
 49884,99550.42,102744.47
 49893,99550.17,102744.92
 49901,99550.42,102744.91
 49910,99550.33,102744.61
 49918,99550.27,102745.08
 49926,99550.34,102744.39
 49934,99549.72,102744.53
 49942,99549.70,102744.34
 49951,99549.78,102744.19
 49961,99549.38,102744.31
 49968,99549.69,102744.05
 49977,99549.80,102744.19
 49985,99549.64,102744.12
 49993,99549.69,102743.78
 50002,99549.09,102744.33
 50010,99548.95,102743.78
 50019,99549.03,102744.73
 50028,99548.83,102744.28
 50036,99549.03,102744.12
 50045,99548.98,102744.12
 50052,99548.62,102743.36
 50061,99548.33,102743.58
 50073,99548.84,102744.11
 50079,99548.14,102743.67
 50087,99548.12,102743.55
 50095,99548.30,102743.64
 50104,99548.17,102743.72
 50111,99548.03,102743.36
 50120,99547.67,102743.36
 50129,99548.17,102743.67
 50138,99548.25,102743.47
 50146,99548.30,102743.17
 50154,99547.83,102744.17
 50163,99547.70,102743.81
 50171,99547.80,102743.47
 50179,99547.59,102743.00
 50188,99547.75,102743.38
 50196,99547.73,102742.98
 50204,99547.30,102743.27
 50212,99547.31,102742.58
 50221,99547.58,102743.12
 50230,99547.30,102743.06
 50238,99546.84,102742.53
 50246,99546.98,102742.67
 50255,99547.11,102742.66
 50263,99547.05,102742.67
 50272,99546.52,102742.31
 50280,99546.94,102742.98
 50289,99546.94,102742.88
 50297,99546.64,102742.47
 50305,99546.12,102742.70
 50314,99546.41,102742.22
 50322,99546.69,102742.44
 50331,99546.70,102742.62
 50339,99546.42,102742.31
 50348,99545.86,102741.94
 50356,99545.48,102741.78
 50365,99545.73,102741.91
 50373,99545.52,102741.72
 50382,99546.11,102742.11
 50390,99545.92,102741.62
 50399,99546.02,102741.62
 50406,99545.70,102741.77
 50415,99546.22,102741.95
 50423,99545.58,102741.56
 50432,99546.20,102741.55
 50441,99545.89,102741.72
 50449,99545.75,102741.98
 50458,99545.66,102741.75
 50466,99545.34,102741.02
 50475,99545.47,102741.70
 50483,99545.53,102741.52
 50491,99545.72,102741.52
 50499,99545.09,102741.52
 50508,99544.53,102741.09
 50516,99545.16,102741.42
 50525,99545.09,102741.28
 50533,99544.72,102741.41
 50542,99545.31,102741.31
 50550,99545.20,102741.34
 50559,99544.78,102741.12
 50567,99544.67,102740.86
 50576,99544.64,102740.58
 50583,99544.95,102740.83
 50592,99544.14,102741.47
 50601,99544.97,102741.05
 50609,99544.59,102740.66
 50617,99544.72,102740.89
 50626,99544.50,102741.05
 50634,99544.81,102740.69
 50643,99544.52,102740.80
 50651,99544.27,102740.70
 50660,99544.06,102741.03
 50668,99544.41,102740.28
 50677,99544.36,102740.39
 50685,99544.16,102740.67
 50694,99544.22,102740.44
 50702,99544.19,102740.52
 50710,99544.12,102740.38
 50719,99544.72,102739.95
 50727,99543.86,102740.36
 50736,99543.95,102740.66
 50744,99543.92,102740.03
 50752,99543.95,102740.56
 50761,99544.00,102740.45
 50769,99543.55,102740.45
 50778,99543.78,102739.78
 50786,99543.92,102740.48
 50795,99543.91,102739.86
 50804,99543.22,102740.67
 50812,99543.61,102739.77
 50820,99543.66,102740.30
 50828,99543.98,102739.95
 50837,99543.94,102740.17
 50845,99543.47,102739.84
 50854,99543.41,102739.89
 50862,99543.77,102740.47
 50871,99543.81,102739.47
 50879,99544.39,102740.28
 50888,99544.53,102740.16
 50895,99544.75,102740.62
 50904,99545.20,102740.97
 50912,99545.39,102741.19
 50921,99545.77,102741.06
 50929,99546.27,102741.77
 50938,99546.25,102741.84
 50947,99546.86,102742.12
 50955,99547.39,102741.83
 50963,99547.75,102742.20
 50972,99547.95,102742.42
 50980,99548.45,102742.38
 50989,99548.28,102742.28
 50996,99549.20,102742.55
 51005,99549.11,102742.92
 51013,99548.95,102742.94
 51022,99549.48,102743.05
 51030,99550.31,102742.92
 51040,99550.28,102743.77
 51047,99550.55,102743.61
 51056,99550.45,102743.58
 51064,99550.56,102743.03
 51073,99550.89,102743.62
 51081,99551.52,102743.53
 51089,99551.50,102743.44
 51098,99551.44,102743.28
 51106,99552.27,102743.98
 51115,99551.75,102743.88
 51123,99552.28,102743.84
 51131,99552.62,102743.95
 51140,99552.50,102744.48
 51149,99553.02,102743.92
 51157,99553.12,102743.81
 51166,99553.31,102744.53
 51174,99553.53,102744.70
 51183,99553.62,102744.66
 51190,99553.45,102744.25
 51199,99554.55,102744.23
 51207,99553.67,102744.62
 51216,99553.89,102744.28
 51225,99554.48,102744.86
 51233,99554.92,102745.17
 51241,99554.50,102744.52
 51250,99554.95,102745.00
 51258,99554.69,102744.69
 51267,99554.84,102744.72
 51275,99554.69,102744.44
 51284,99555.42,102744.80
 51292,99555.16,102744.78
 51301,99555.67,102744.84
 51309,99555.75,102745.62
 51317,99555.66,102744.77
 51325,99556.03,102745.25
 51334,99555.84,102745.14
 51342,99556.69,102745.34
 51351,99556.73,102744.92
 51359,99556.31,102745.19
 51368,99556.66,102745.31
 51376,99556.45,102745.70
 51384,99556.77,102746.17
 51393,99556.94,102745.59
 51401,99557.19,102745.83
 51411,99557.25,102745.75
 51418,99557.00,102745.75
 51426,99557.41,102745.52
 51435,99557.55,102745.14
 51443,99557.00,102745.36
 51453,99557.50,102745.91
 51462,99557.36,102745.36
 51469,99557.78,102745.78
 51479,99557.19,102745.22
 51487,99558.02,102745.75
 51495,99558.14,102746.08
 51503,99558.27,102745.67
 51512,99557.98,102745.89
 51520,99558.38,102745.78
 51529,99558.08,102745.62
 51537,99558.80,102745.91
 51546,99558.23,102745.72
 51554,99558.30,102746.02
 51563,99558.19,102745.44
 51571,99559.12,102746.12
 51580,99558.52,102746.08
 51587,99558.73,102746.02
 51596,99559.33,102745.67
 51604,99558.89,102746.05
 51613,99559.42,102746.03
 51621,99559.58,102746.08
 51630,99559.16,102745.91
 51638,99558.72,102746.05
 51647,99559.72,102745.39
 51654,99559.39,102746.09
 51663,99559.39,102746.41
 51672,99559.64,102746.05
 51681,99559.78,102746.22
 51688,99560.08,102746.19
 51697,99559.09,102746.23
 51706,99559.14,102745.81
 51713,99559.52,102746.48
 51722,99559.55,102746.16
 51730,99559.89,102746.09
 51739,99559.75,102746.56
 51748,99559.77,102746.08
 51755,99559.70,102746.48
 51764,99560.05,102746.53
 51772,99559.75,102746.31
 51781,99559.69,102746.89
 51789,99559.66,102746.36
 51799,99560.05,102747.14
 51807,99560.03,102746.61
 51814,99559.88,102746.45
 51823,99560.12,102746.30
 51832,99560.45,102746.44
 51840,99559.78,102746.38
 51848,99560.25,102746.67
 51857,99559.86,102746.58
 51865,99560.14,102746.02
 51874,99560.78,102746.56
 51882,99560.44,102746.66
 51891,99560.66,102746.34
 51899,99560.48,102746.45
 51908,99560.64,102746.34
 51916,99560.73,102746.59
 51924,99561.33,102746.39
 51933,99560.75,102746.80
 51941,99560.92,102746.22
 51950,99560.47,102746.30
 51958,99560.69,102746.27
 51967,99561.02,102746.70
 51975,99560.81,102746.06
 51983,99560.89,102747.28
 51992,99561.69,102746.73
 52000,99561.12,102746.89
 52008,99561.28,102746.67
 52018,99561.08,102746.78
 52025,99561.09,102746.38
 52034,99561.28,102746.22
 52042,99561.30,102746.72
 52051,99561.30,102746.45
 52059,99561.05,102746.27
 52068,99561.52,102746.55
 52077,99561.36,102746.81
 52084,99561.25,102747.03
 52093,99561.94,102746.38
 52102,99561.69,102746.58
 52110,99562.02,102746.58
 52118,99561.73,102746.91
 52127,99562.36,102746.70
 52135,99562.00,102746.77
 52144,99561.97,102747.25
 52152,99561.91,102746.38
 52161,99561.58,102747.00
 52169,99562.44,102746.64
 52177,99561.77,102746.19
 52186,99561.45,102746.80
 52195,99561.58,102746.70
 52202,99561.95,102746.44
 52211,99561.83,102746.77
 52220,99561.62,102746.38
 52227,99562.27,102746.89
 52236,99561.89,102746.45
 52245,99561.67,102746.27
 52253,99561.75,102746.61
 52261,99562.20,102746.75
 52270,99562.23,102746.16
 52279,99562.52,102746.88
 52287,99562.30,102746.58
 52296,99562.31,102747.39
 52304,99562.33,102746.30
 52312,99562.39,102746.33
 52320,99563.38,102746.22
 52329,99562.45,102746.09
 52338,99562.92,102746.44
 52346,99562.84,102746.58
 52355,99562.58,102746.34
 52363,99563.08,102746.45
 52371,99562.81,102746.86
 52380,99562.84,102746.89
 52388,99563.34,102746.70
 52396,99563.09,102746.81
 52405,99563.58,102747.02
 52413,99563.55,102746.84
 52422,99563.64,102746.77
 52431,99563.53,102747.08
 52439,99563.62,102747.00
 52448,99563.64,102746.98
 52455,99563.59,102746.75
 52464,99563.97,102747.16
 52472,99563.94,102747.30
 52481,99564.50,102747.31
 52489,99564.75,102747.67
 52498,99564.84,102747.70
 52507,99564.81,102747.47
 52515,99564.92,102747.45
 52523,99564.95,102747.16
 52531,99565.33,102747.38
 52540,99565.20,102746.94
 52548,99565.19,102747.53
 52557,99565.52,102747.38
 52566,99565.39,102747.75
 52574,99565.23,102747.30
 52582,99565.88,102747.53
 52591,99564.91,102747.23
 52598,99566.03,102747.36
 52607,99565.48,102747.27
 52616,99565.98,102747.50
 52624,99566.06,102747.27
 52633,99566.23,102747.58
 52642,99565.86,102747.22
 52650,99566.67,102747.31
 52658,99565.91,102747.80
 52667,99566.69,102747.64
 52675,99566.58,102748.02
 52683,99566.47,102747.78
 52692,99566.78,102747.70
 52700,99566.59,102747.33
 52708,99566.66,102747.78
 52717,99566.56,102747.62
 52725,99566.77,102747.78
 52733,99566.48,102748.08
 52742,99566.95,102747.98
 52751,99566.69,102747.81
 52759,99566.81,102747.88
 52768,99566.86,102747.80
 52776,99567.44,102748.52
 52784,99567.08,102747.89
 52793,99567.45,102747.91
 52802,99566.92,102748.20
 52810,99567.50,102748.38
 52818,99567.28,102747.48
 52826,99567.38,102747.77
 52835,99567.44,102748.12
 52843,99567.30,102747.86
 52852,99567.64,102748.03
 52860,99567.58,102748.27
 52869,99567.66,102747.81
 52877,99567.28,102747.84
 52885,99566.95,102747.95
 52894,99567.33,102747.81
 52902,99567.47,102747.92
 52911,99568.00,102747.48
 52919,99567.77,102747.27
 52927,99568.25,102747.73
 52936,99567.86,102747.94
 52944,99567.77,102747.58
 52953,99567.17,102748.09
 52962,99567.38,102747.56
 52970,99567.47,102747.69
 52979,99567.47,102747.61
 52987,99567.44,102747.86
 52996,99568.20,102747.44
 53003,99567.64,102747.31
 53012,99567.28,102747.27
 53020,99567.75,102747.19
 53029,99567.73,102747.73
 53037,99567.16,102747.36
 53045,99566.62,102746.77
 53055,99567.03,102747.34
 53062,99566.44,102747.08
 53071,99566.30,102746.41
 53080,99566.12,102746.31
 53087,99566.14,102746.77
 53096,99565.53,102745.97
 53104,99564.98,102746.16
 53113,99565.02,102746.12
 53122,99564.36,102745.78
 53130,99564.73,102746.08
 53138,99563.97,102745.42
 53147,99563.97,102745.58
 53156,99563.61,102745.38
 53164,99563.41,102745.12
 53172,99563.12,102744.47
 53181,99562.62,102744.69
 53189,99562.73,102744.78
 53198,99562.80,102744.92
 53206,99562.53,102744.36
 53215,99562.28,102744.56
 53223,99561.88,102744.62
 53232,99562.00,102744.05
 53239,99561.55,102744.44
 53248,99561.47,102744.23
 53256,99561.28,102744.39
 53265,99561.70,102744.59
 53273,99561.59,102744.30
 53282,99561.25,102744.48
 53290,99561.70,102744.53
 53298,99561.05,102743.94
 53307,99560.88,102744.05
 53317,99561.27,102744.12
 53324,99560.92,102744.09
 53332,99560.70,102743.81
 53341,99560.83,102743.45
 53350,99559.92,102744.17
 53358,99560.25,102743.48
 53366,99560.06,102744.39
 53374,99560.16,102743.66
 53383,99559.53,102743.34
 53391,99559.77,102743.47
 53400,99558.98,102743.20
 53408,99559.67,102743.59
 53417,99559.23,102743.06
 53425,99559.27,102743.34
 53433,99558.98,102743.08
 53442,99558.97,102742.89
 53451,99558.66,102742.84
 53459,99558.83,102743.19
 53468,99558.48,102742.89
 53477,99558.55,102743.22
 53485,99557.95,102742.92
 53494,99558.23,102742.94
 53502,99558.48,102743.02
 53510,99557.70,102742.34
 53519,99557.55,102742.42
 53528,99557.94,102742.19
 53535,99557.67,102742.36
 53544,99558.00,102742.53
 53552,99557.34,102742.44
 53560,99557.48,102742.36
 53569,99557.19,102742.20
 53577,99557.42,102741.64
 53586,99557.09,102742.27
 53595,99556.88,102742.19
 53602,99557.16,102742.27
 53611,99556.97,102742.02
 53620,99556.47,102741.94
 53628,99556.34,102741.69
 53636,99556.50,102742.30
 53644,99556.80,102741.42
 53653,99556.16,102741.86
 53661,99556.78,102741.77
 53670,99556.20,102741.56
 53679,99555.80,102741.70
 53686,99556.17,102741.42
 53695,99555.56,102740.98
 53703,99555.72,102741.53
 53711,99555.92,102741.12
 53720,99555.44,102741.20
 53729,99555.34,102741.41
 53737,99555.11,102741.55
 53745,99554.95,102741.61
 53754,99555.39,102741.16
 53763,99555.44,102740.64
 53770,99555.09,102741.03
 53779,99554.69,102740.95
 53788,99555.16,102740.66
 53796,99555.09,102740.81
 53805,99554.59,102741.16
 53813,99554.72,102740.83
 53822,99554.27,102741.05
 53830,99554.42,102740.73
 53838,99554.62,102740.89
 53846,99554.48,102740.92
 53855,99554.52,102740.75
 53863,99554.38,102740.41
 53872,99554.05,102740.66
 53880,99553.94,102740.86
 53889,99553.67,102740.80
 53898,99553.66,102740.08
 53906,99553.80,102741.03
 53915,99553.69,102740.61
 53923,99554.08,102740.19
 53931,99553.78,102740.64
 53939,99553.50,102740.28
 53948,99553.45,102740.47
 53956,99553.52,102740.86
 53965,99553.45,102740.12
 53973,99553.53,102740.48
 53982,99553.30,102739.92
 53990,99553.11,102740.19
 53998,99553.11,102740.16
 54007,99553.70,102739.88
 54015,99553.20,102740.23
 54023,99552.98,102740.28
 54032,99553.39,102740.05
 54040,99553.12,102740.12
 54049,99552.78,102740.06
 54058,99553.16,102739.75
 54066,99552.84,102740.12
 54074,99552.64,102740.33
 54083,99552.66,102739.77
 54091,99553.00,102739.75
 54100,99552.67,102739.95
 54109,99552.91,102740.12
 54116,99552.89,102740.02
 54125,99552.42,102739.94
 54133,99551.89,102739.61
 54142,99552.31,102740.11
 54150,99552.27,102740.06
 54159,99552.08,102739.80
 54167,99552.50,102740.12
 54176,99551.81,102739.89
 54184,99552.23,102740.25
 54193,99552.69,102739.64
 54201,99552.77,102739.52
 54210,99552.89,102740.16
 54218,99554.19,102739.77
 54226,99553.75,102740.34
 54235,99554.06,102740.72
 54243,99554.20,102740.44
 54251,99554.83,102740.73
 54260,99554.77,102741.23
 54268,99555.23,102740.73
 54277,99554.97,102741.09
 54285,99555.88,102741.05
 54294,99556.23,102741.23
 54302,99556.91,102741.08
 54311,99556.94,102741.28
 54319,99557.16,102741.52
 54328,99557.33,102741.89
 54335,99557.75,102741.59
 54344,99558.28,102741.78
 54352,99558.55,102741.61
 54361,99558.89,102741.73
 54369,99559.19,102742.31
 54378,99559.36,102741.94
 54386,99559.41,102741.86
 54394,99559.88,102742.42
 54404,99560.06,102742.50
 54411,99560.30,102742.03
 54420,99561.00,102742.34
 54428,99561.36,102742.44
 54437,99560.88,102742.56
 54446,99561.38,102743.05
 54454,99561.19,102742.94
 54463,99561.42,102742.84
 54471,99561.77,102742.84
 54480,99561.78,102743.00
 54487,99562.23,102742.98
 54496,99562.16,102743.02
 54505,99562.27,102743.39
 54512,99562.97,102742.72
 54521,99562.66,102742.80
 54529,99562.67,102743.23
 54538,99563.00,102743.03
 54546,99563.17,102742.83
 54555,99563.61,102742.72
 54563,99562.91,102742.94
 54572,99563.14,102742.91
 54581,99563.11,102743.47
 54588,99563.47,102743.34
 54597,99563.56,102743.19
 54605,99562.92,102742.92
 54614,99562.91,102743.33
 54623,99563.27,102743.20
 54631,99563.03,102743.03
 54640,99563.11,102743.30
 54648,99563.19,102743.44
 54656,99563.30,102744.00
 54665,99563.97,102743.44
 54672,99563.52,102743.84
 54681,99563.81,102743.08
 54690,99563.70,102743.27
 54699,99563.48,102743.66
 54706,99563.98,102743.48
 54716,99564.03,102743.50
 54723,99564.27,102743.55
 54732,99563.94,102743.41
 54742,99563.64,102743.88
 54748,99563.97,102744.06
 54757,99564.41,102744.31
 54766,99564.00,102743.88
 54774,99564.08,102743.69
 54782,99564.16,102743.98
 54791,99564.03,102743.95
 54800,99564.55,102743.73
 54808,99564.41,102744.39
 54816,99564.61,102744.45
 54825,99564.19,102743.89
 54833,99564.94,102743.73
 54842,99564.83,102743.84
 54850,99564.83,102744.16
 54859,99564.69,102744.28
 54867,99564.55,102744.53
 54876,99565.17,102744.05
 54884,99565.25,102743.75
 54892,99565.12,102743.91
 54901,99565.75,102743.91
 54909,99565.31,102744.17
 54918,99564.97,102744.66
 54926,99566.22,102744.39
 54935,99565.78,102744.22
 54942,99565.39,102744.55
 54951,99566.00,102744.33
 54959,99565.91,102744.42
 54968,99566.00,102744.31
 54976,99565.75,102744.44
 54985,99565.89,102744.61
 54994,99566.03,102744.84
 55001,99566.27,102744.48
 55010,99566.27,102744.38
 55019,99566.45,102744.44
 55027,99566.72,102744.23
 55035,99566.33,102744.67
 55044,99567.02,102744.22
 55053,99566.66,102745.17
 55061,99566.75,102744.72
 55069,99567.25,102744.88
 55078,99566.94,102744.48
 55086,99566.98,102744.34
 55094,99566.91,102744.62
 55103,99567.06,102744.56
 55111,99566.80,102744.52
 55120,99566.75,102744.92
 55128,99567.50,102744.38
 55137,99567.39,102744.78
 55145,99567.25,102744.55
 55154,99567.69,102744.52
 55162,99567.42,102744.66
 55171,99567.95,102744.45
 55179,99567.62,102745.14
 55188,99567.69,102745.02
 55195,99567.77,102745.16
 55204,99567.78,102744.73
 55213,99567.45,102744.42
 55221,99567.94,102744.64
 55230,99568.16,102744.92
 55238,99568.03,102744.67
 55246,99567.92,102744.56
 55255,99567.70,102744.97
 55263,99568.09,102744.80
