czas,czujnik1,czujnik2
110606,99531.38,102741.39
110615,99531.28,102741.91
110623,99531.36,102741.50
110632,99531.44,102741.25
110641,99530.72,102741.25
110648,99530.34,102741.05
110658,99530.52,102741.06
110666,99530.69,102741.14
110675,99529.94,102741.30
110683,99530.12,102741.28
110691,99529.16,102741.38
110700,99529.02,102741.28
110708,99529.50,102740.33
110717,99529.06,102740.73
110725,99528.19,102739.80
110734,99528.08,102740.16
110742,99527.67,102739.89
110750,99527.61,102739.67
110759,99527.38,102739.45
110766,99527.03,102739.36
110775,99526.75,102739.08
110784,99526.88,102739.22
110793,99525.75,102739.00
110800,99526.45,102738.48
110809,99525.70,102738.55
110818,99525.27,102738.00
110826,99525.28,102737.89
110834,99525.38,102737.95
110843,99525.62,102737.83
110852,99525.00,102737.77
110860,99524.42,102737.50
110869,99524.64,102737.78
110876,99524.47,102737.31
110885,99524.83,102737.20
110893,99524.47,102737.02
110902,99524.70,102736.66
110910,99524.75,102737.00
110919,99524.41,102736.75
110927,99524.53,102736.56
110936,99524.78,102736.59
110943,99524.78,102736.52
110952,99524.39,102736.81
110961,99523.77,102736.69
110969,99524.31,102736.84
110977,99523.98,102736.58
110986,99524.14,102736.16
110995,99524.17,102736.34
111003,99524.41,102736.42
111011,99524.03,102736.31
111020,99523.83,102736.42
111028,99523.31,102735.53
111037,99523.45,102736.06
111045,99523.44,102736.34
111054,99522.91,102735.86
111062,99523.67,102735.64
111070,99522.36,102735.83
111079,99523.08,102736.06
111088,99522.88,102736.09
111096,99522.75,102736.09
111104,99522.55,102735.69
111112,99522.42,102735.34
111121,99521.94,102735.69
111129,99522.31,102735.34
111138,99522.09,102735.25
111147,99522.17,102735.45
111154,99521.88,102735.48
111163,99521.56,102734.78
111171,99522.06,102734.80
111180,99521.66,102734.94
111189,99521.59,102734.61
111197,99521.22,102734.73
111206,99520.95,102734.69
111214,99520.94,102734.67
111223,99521.28,102734.89
111230,99520.52,102735.12
111239,99520.73,102734.36
111247,99520.27,102734.25
111256,99520.41,102734.34
111264,99520.38,102734.16
111272,99520.25,102733.98
111281,99520.31,102734.02
111289,99520.05,102734.30
111298,99520.09,102734.22
111307,99519.61,102733.75
111315,99519.77,102734.12
111323,99519.95,102734.14
111332,99519.72,102733.83
111340,99519.86,102733.66
111348,99519.59,102733.81
111357,99519.66,102733.86
111365,99519.44,102733.67
111374,99519.56,102733.78
111383,99519.47,102733.80
111390,99519.42,102733.58
111399,99519.30,102733.34
111407,99519.09,102733.52
111416,99519.30,102733.81
111424,99519.81,102733.59
111433,99519.09,102733.72
111442,99518.78,102732.55
111449,99519.61,102733.42
111458,99518.56,102733.28
111467,99518.72,102733.27
111475,99519.14,102733.27
111484,99519.06,102733.30
111492,99518.41,102732.91
111501,99518.72,102733.22
111509,99518.69,102732.62
111517,99518.80,102732.94
111526,99517.81,102732.78
111534,99517.97,102732.12
111543,99518.30,102732.27
111551,99517.80,102733.06
111560,99517.95,102732.45
111568,99517.95,102732.00
111577,99517.53,102732.11
111584,99517.78,102732.09
111593,99517.11,102731.86
111601,99517.55,102732.34
111610,99516.77,102731.97
111618,99516.94,102731.42
111627,99516.91,102732.03
111635,99516.92,102731.42
111644,99516.97,102731.30
111652,99517.09,102731.80
111661,99516.56,102731.50
111668,99516.81,102731.72
111677,99515.95,102731.58
111686,99516.55,102731.17
111694,99516.50,102731.31
111703,99516.48,102732.03
111711,99516.41,102731.58
111720,99516.72,102731.14
111728,99516.09,102731.28
111737,99516.38,102731.09
111745,99515.84,102730.75
111753,99515.86,102731.22
111761,99516.38,102731.27
111770,99516.03,102731.38
111778,99516.03,102731.27
111787,99515.88,102731.19
111796,99515.77,102731.67
111804,99515.86,102731.25
111812,99515.56,102731.27
111821,99515.36,102731.02
111829,99515.58,102731.31
111838,99515.27,102731.19
111846,99515.27,102731.47
111855,99515.70,102730.86
111862,99515.25,102730.73
111871,99514.95,102731.20
111879,99515.28,102731.12
111888,99515.55,102731.17
111896,99515.08,102730.73
111905,99515.08,102731.27
111913,99515.33,102731.11
111922,99515.03,102731.44
111930,99515.31,102731.00
111939,99514.92,102730.81
111947,99515.08,102730.91
111956,99515.00,102730.70
111964,99514.81,102731.03
111972,99514.56,102730.98
111981,99515.14,102730.98
111990,99514.77,102730.55
111998,99514.84,102730.86
112006,99515.19,102730.95
112015,99515.31,102731.33
112023,99514.94,102731.03
112032,99515.19,102731.11
112040,99515.31,102731.03
112049,99515.95,102731.19
112056,99515.92,102731.52
112066,99516.11,102730.94
112073,99516.34,102730.94
112082,99516.17,102731.39
112090,99516.73,102731.39
112099,99516.69,102731.47
112108,99516.80,102730.91
112117,99517.08,102731.86
112125,99517.02,102731.73
112134,99517.42,102731.33
112142,99517.50,102731.16
112150,99517.66,102731.55
112159,99517.53,102731.28
112167,99517.77,102731.59
112175,99517.69,102731.28
112183,99517.52,102731.88
112192,99517.84,102731.45
112200,99517.72,102732.08
112209,99518.27,102732.09
112217,99517.50,102731.88
112226,99517.89,102732.08
112235,99517.91,102732.12
112243,99518.00,102732.03
112251,99517.66,102732.12
112259,99518.19,102731.91
112267,99518.62,102732.39
112276,99518.30,102732.55
112285,99518.34,102732.53
112293,99518.36,102732.33
112301,99517.95,102732.67
112310,99518.84,102732.92
112318,99518.56,102733.08
112327,99518.69,102733.17
112335,99518.53,102733.81
112344,99518.75,102733.42
112352,99519.17,102733.95
112361,99518.38,102733.45
112369,99518.53,102733.45
112377,99518.61,102734.03
112385,99519.19,102733.84
112394,99518.89,102734.23
112402,99519.38,102734.00
112411,99518.89,102734.08
112419,99519.12,102733.94
112428,99518.58,102734.11
112436,99519.19,102734.59
112445,99519.16,102734.23
112453,99519.14,102734.59
112462,99518.91,102734.88
112470,99519.19,102734.59
112479,99519.84,102734.75
112487,99519.81,102734.34
112496,99519.39,102734.78
112503,99519.64,102735.09
112512,99519.97,102735.03
112520,99520.05,102735.16
112529,99520.08,102735.05
112537,99519.66,102735.11
112546,99519.92,102735.38
112554,99520.05,102735.52
112563,99520.47,102734.78
112572,99520.02,102734.95
112579,99520.55,102735.47
112589,99519.98,102735.55
112597,99520.28,102735.41
112604,99520.06,102735.22
112613,99520.58,102735.53
112622,99520.92,102736.05
112630,99520.48,102735.97
112639,99520.56,102736.30
112646,99520.91,102736.12
112656,99520.58,102736.50
112664,99520.44,102736.55
112672,99520.28,102736.28
112680,99520.94,102736.22
112690,99520.80,102736.83
112698,99520.67,102737.19
112707,99520.86,102736.88
112714,99521.14,102737.06
112723,99520.61,102737.02
112731,99521.34,102737.64
112741,99521.47,102736.92
112749,99521.70,102738.11
112757,99521.28,102737.75
112766,99521.09,102737.61
112774,99521.58,102737.47
112781,99521.14,102737.25
112790,99521.72,102737.58
112799,99521.56,102737.70
112807,99521.66,102737.78
112816,99520.91,102737.47
112824,99521.53,102737.84
112833,99522.05,102738.36
112840,99521.73,102738.02
112849,99521.97,102738.31
112858,99522.52,102738.16
112867,99521.97,102737.86
112875,99522.16,102738.19
112884,99521.98,102738.27
112892,99522.11,102738.30
112900,99522.05,102738.34
112909,99521.75,102738.83
112916,99521.73,102738.41
112925,99522.22,102738.67
112935,99522.72,102738.66
112943,99522.23,102739.16
112950,99522.44,102739.08
112959,99522.52,102738.62
112967,99522.62,102739.12
112976,99522.42,102738.67
112984,99522.33,102739.05
112993,99522.28,102739.22
113001,99522.84,102739.06
113009,99522.31,102739.16
113018,99522.69,102739.72
113026,99522.59,102739.09
113035,99522.72,102739.67
113043,99522.52,102739.27
113052,99522.58,102739.52
113060,99522.44,102739.66
113069,99523.06,102739.70
113078,99522.77,102739.23
113085,99522.50,102739.39
113094,99522.94,102739.98
113102,99523.31,102739.83
113111,99523.42,102740.02
113119,99523.39,102740.19
113128,99523.22,102739.42
113136,99523.06,102740.06
113144,99523.64,102740.02
113153,99523.14,102740.08
113161,99522.97,102739.84
113170,99523.33,102739.78
113179,99523.42,102739.84
113186,99523.48,102739.92
113195,99523.52,102740.22
113204,99523.45,102740.14
113212,99523.19,102740.62
113221,99523.55,102740.38
113229,99523.20,102740.34
113237,99523.48,102740.09
113245,99523.78,102740.42
113255,99523.61,102740.47
113262,99523.06,102740.41
113271,99523.70,102741.08
113279,99523.48,102740.53
113287,99523.86,102740.83
113296,99523.77,102740.62
113304,99523.69,102740.53
113313,99523.48,102740.94
113321,99523.48,102741.02
113330,99523.41,102741.00
113338,99523.59,102740.66
113347,99523.05,102740.95
113355,99524.30,102740.77
113364,99523.36,102740.70
113373,99523.23,102740.73
113380,99523.92,102740.80
113389,99524.42,102741.23
113397,99523.61,102740.98
113406,99524.03,102741.34
113414,99523.33,102741.30
113423,99523.89,102741.12
113431,99523.59,102741.08
113440,99523.88,102741.20
113448,99523.73,102741.27
113457,99523.67,102740.67
113465,99523.39,102741.50
113474,99524.27,102741.39
113481,99523.67,102741.28
113490,99523.53,102741.28
113499,99523.80,102741.66
113507,99523.70,102741.30
113515,99523.62,102741.36
113524,99523.42,102741.14
113533,99524.11,102741.12
113541,99523.64,102741.31
113549,99524.06,102741.06
113557,99523.66,102741.19
113566,99523.66,102741.20
113575,99523.64,102741.36
113582,99523.38,102741.19
113591,99523.44,102741.25
113600,99523.47,102741.41
113608,99523.56,102740.89
113617,99523.59,102741.41
113625,99523.23,102741.19
113633,99523.47,102741.16
113642,99523.52,102741.36
113651,99523.28,102741.59
113658,99523.44,102741.14
113667,99523.77,102741.47
113676,99523.41,102741.98
113684,99523.56,102741.25
113693,99523.47,102741.11
113701,99523.25,102741.41
113710,99523.50,102741.52
113718,99523.47,102741.53
113726,99523.25,102741.64
113735,99522.72,102741.47
113743,99523.12,102741.61
113751,99523.00,102741.45
113760,99523.39,102741.05
113769,99523.55,102741.75
113777,99523.25,102741.72
113785,99523.38,102741.28
113794,99523.59,102741.61
113802,99523.12,102741.31
113811,99523.80,102741.58
113819,99523.58,102741.64
113828,99523.27,102741.62
113835,99523.58,102741.61
113844,99523.33,102741.58
113853,99523.22,102741.47
113861,99523.30,102741.19
113870,99522.89,102741.34
113878,99523.11,102741.70
113887,99522.97,102741.64
113894,99523.02,102741.23
113903,99523.05,102741.56
113912,99523.41,102741.48
113920,99522.73,102741.50
113929,99523.14,102741.88
113937,99522.97,102741.61
113946,99522.77,102741.45
113954,99523.55,102741.67
113963,99523.03,102741.64
113970,99523.27,102741.70
113980,99523.36,102741.56
113987,99522.72,102741.66
113997,99523.33,102741.91
114005,99522.80,102741.12
114013,99522.86,102741.73
114021,99523.09,102741.58
114030,99522.95,102741.58
114038,99523.47,102741.58
114046,99523.02,102741.75
114055,99523.30,102742.05
114063,99523.03,102741.98
114072,99522.91,102742.12
114080,99523.09,102741.88
114089,99523.44,102741.58
114097,99523.23,102741.58
114106,99522.66,102741.73
114114,99522.92,102741.33
114122,99523.45,102741.48
114131,99522.56,102742.03
114140,99522.97,102741.36
114148,99522.97,102742.09
114156,99523.00,102741.45
114165,99523.34,102741.64
114173,99523.20,102741.81
114183,99523.00,102741.95
114190,99523.58,102741.64
114199,99522.94,102741.61
114207,99522.78,102741.61
114215,99523.05,102741.83
114224,99522.83,102742.03
114232,99523.09,102742.11
114241,99522.88,102741.72
114249,99523.02,102742.05
114258,99523.03,102742.09
114266,99522.75,102742.69
114275,99522.89,102742.17
114283,99523.25,102741.98
114291,99523.34,102741.58
114300,99522.64,102742.20
114308,99523.72,102742.11
114317,99523.20,102742.00
114325,99522.95,102742.06
114334,99523.34,102741.98
114341,99523.41,102742.06
114350,99523.12,102742.19
114359,99523.02,102742.16
114368,99522.67,102742.05
114375,99522.98,102741.98
114384,99523.34,102742.25
114392,99522.58,102741.73
114401,99522.67,102742.14
114409,99523.25,102742.06
114418,99523.12,102741.95
114426,99523.09,102742.33
114434,99522.98,102742.11
114443,99523.06,102742.02
114452,99523.27,102742.25
114460,99522.94,102742.38
114469,99522.73,102741.91
114477,99523.05,102741.97
114486,99523.39,102742.25
114494,99523.08,102742.20
114502,99523.27,102742.03
114511,99523.28,102742.12
114519,99523.06,102742.39
114528,99523.47,102742.42
114536,99523.58,102742.23
114544,99523.45,102742.27
114553,99523.55,102742.17
114561,99523.41,102742.38
114570,99523.45,102742.19
114577,99523.53,102741.84
114587,99523.56,102742.41
114594,99523.62,102741.92
114603,99523.44,102742.47
114612,99523.56,102742.39
114621,99523.75,102742.81
114629,99523.69,102742.06
114636,99523.23,102742.25
114646,99523.62,102742.84
114654,99523.42,102742.05
114662,99523.55,102742.12
114671,99523.53,102742.17
114678,99523.75,102742.20
114688,99523.47,102742.45
114695,99523.62,102742.25
114705,99523.92,102742.27
114712,99523.59,102742.67
114721,99523.78,102742.36
114729,99524.14,102742.84
114738,99523.72,102742.59
114746,99523.75,102742.33
114755,99524.08,102742.42
114764,99523.95,102742.56
114771,99523.73,102742.88
114781,99524.58,102742.86
114788,99524.06,102742.86
114797,99523.42,102742.47
114805,99524.33,102742.70
114814,99524.81,102742.30
114823,99524.36,102742.86
114831,99524.47,102742.80
114839,99524.42,102742.61
114848,99524.80,102742.88
114857,99524.80,102742.89
114865,99524.55,102743.11
114873,99525.02,102742.64
114882,99524.23,102742.92
114890,99524.69,102742.86
114898,99524.75,102743.11
114907,99524.89,102742.86
114915,99524.95,102742.45
114924,99525.06,102742.83
114932,99525.33,102742.78
114941,99525.28,102743.14
114948,99525.25,102742.42
114958,99525.31,102743.05
114965,99525.11,102743.39
114974,99525.09,102743.14
114983,99525.03,102742.97
114991,99525.34,102743.28
115000,99525.05,102743.36
115008,99525.52,102743.48
115016,99525.98,102742.89
115025,99525.34,102743.36
115033,99525.95,102743.06
115042,99526.16,102743.36
115050,99526.09,102743.27
115059,99526.12,102743.16
115067,99525.50,102743.58
115076,99525.77,102743.31
115084,99526.25,102743.55
115092,99526.16,102743.30
115100,99526.84,102743.64
115109,99526.39,102743.08
115117,99526.81,102743.50
115126,99526.53,102743.66
115134,99526.94,102743.11
115143,99527.41,102743.81
115151,99527.48,102743.41
115159,99527.39,102743.97
115168,99527.41,102743.72
115176,99527.89,102744.06
115185,99528.17,102743.47
115193,99528.02,102744.09
115202,99528.17,102743.83
115210,99528.23,102743.77
115218,99528.45,102744.27
115227,99528.83,102744.19
115236,99529.09,102744.06
115244,99529.62,102744.36
115253,99530.20,102744.47
115261,99530.31,102745.02
115270,99531.41,102744.84
115277,99531.61,102745.42
115286,99531.52,102744.88
115294,99531.98,102744.77
115303,99532.44,102744.91
115311,99533.02,102745.33
115320,99532.98,102745.41
115328,99533.70,102745.31
115336,99533.59,102745.00
115345,99533.58,102745.83
115353,99533.77,102745.75
115362,99534.17,102745.45
115371,99534.27,102745.83
115379,99534.23,102745.55
115387,99535.16,102745.44
115396,99534.78,102745.81
115404,99534.83,102745.88
115413,99535.27,102745.88
115421,99535.33,102746.59
115430,99535.58,102746.22
115437,99535.72,102746.39
115446,99536.55,102746.19
115455,99536.39,102746.52
115464,99536.95,102746.27
115472,99536.73,102746.44
115480,99536.91,102746.53
115489,99536.84,102746.56
115496,99537.39,102747.16
115505,99537.27,102747.36
115514,99537.27,102746.86
115522,99537.69,102746.55
115531,99537.52,102747.08
115538,99537.97,102746.52
115548,99538.12,102747.19
115555,99537.83,102747.17
115565,99538.16,102746.84
115573,99538.14,102746.75
115581,99537.94,102746.91
115590,99538.17,102746.69
115598,99538.03,102746.58
115607,99538.17,102747.19
115615,99538.50,102746.86
115623,99538.66,102747.34
115632,99538.14,102747.09
115640,99538.89,102747.47
115649,99538.31,102747.53
115657,99538.55,102747.22
115665,99538.44,102747.58
115674,99539.09,102747.41
115683,99538.81,102747.16
115690,99539.22,102747.25
115699,99539.12,102747.83
115707,99539.11,102747.30
115716,99538.77,102747.09
115725,99538.64,102747.27
115733,99538.88,102747.41
115743,99538.36,102747.02
115749,99538.50,102746.89
115758,99537.89,102747.09
115767,99537.75,102747.36
115775,99537.11,102747.17
115783,99536.89,102746.72
115792,99537.03,102747.25
115802,99536.03,102747.09
115810,99536.38,102747.09
115818,99536.52,102746.66
115826,99535.55,102747.11
115834,99535.50,102746.48
115843,99535.50,102746.89
115851,99535.16,102746.72
115860,99535.39,102746.64
115868,99534.92,102746.16
115877,99535.23,102746.66
115885,99534.86,102746.69
115893,99535.05,102746.12
115902,99534.83,102746.83
115909,99533.78,102746.41
115919,99534.06,102745.89
115926,99534.27,102745.95
115936,99534.30,102746.00
115943,99533.91,102746.09
115952,99533.88,102746.02
115961,99533.83,102745.77
115969,99533.91,102746.02
115978,99533.84,102746.27
115986,99532.94,102746.09
115994,99533.34,102745.97
116002,99533.45,102746.05
116011,99533.38,102746.16
116020,99533.42,102745.98
116028,99532.61,102745.92
116036,99533.05,102746.12
116045,99533.03,102746.33
116053,99532.97,102745.61
116062,99532.72,102746.22
116070,99532.41,102746.48
116079,99532.69,102745.50
116087,99532.05,102745.83
116095,99531.88,102745.92
116104,99532.42,102745.75
116114,99532.23,102745.72
116122,99531.64,102745.80
116131,99532.14,102745.36
116139,99531.55,102745.53
116146,99532.06,102745.42
116155,99531.66,102745.64
116163,99531.75,102745.64
116172,99531.75,102745.52
116180,99531.94,102745.92
116189,99531.42,102745.28
116198,99531.55,102746.12
116205,99531.44,102745.89
116214,99531.55,102745.70
116222,99531.28,102745.81
116231,99531.55,102745.53
116239,99531.70,102745.14
116247,99531.14,102746.19
116257,99531.53,102745.59
116265,99531.94,102746.08
116273,99531.77,102746.02
116282,99531.31,102746.12
116290,99531.44,102745.75
116298,99531.52,102745.70
116307,99531.42,102745.72
116315,99531.75,102746.05
116324,99531.88,102745.59
116332,99531.42,102745.80
116340,99531.88,102746.08
116348,99531.38,102745.75
116357,99531.89,102745.50
116365,99531.34,102746.03
116374,99531.28,102745.50
116383,99531.45,102745.64
116390,99531.14,102745.72
116399,99531.69,102746.17
116408,99532.27,102745.98
116416,99531.38,102745.64
116425,99531.67,102745.62
116433,99531.50,102746.14
116441,99531.97,102746.30
116449,99531.33,102745.84
116458,99530.67,102745.94
116466,99531.09,102745.72
116475,99531.14,102745.98
116483,99531.80,102745.84
116492,99531.59,102745.69
116500,99531.70,102745.58
116509,99530.83,102745.50
116517,99531.12,102746.02
116525,99531.39,102745.69
116534,99531.23,102745.95
116542,99531.28,102746.02
116551,99531.17,102745.86
116559,99531.36,102746.33
116568,99531.61,102745.83
116576,99531.23,102745.75
116585,99530.95,102745.42
116592,99531.20,102745.88
116601,99531.31,102745.95
116610,99531.61,102745.77
116618,99531.80,102745.62
116627,99531.94,102745.89
116635,99531.83,102746.23
116643,99531.36,102745.73
116652,99530.86,102745.92
116661,99531.89,102746.08
116669,99531.17,102745.67
116678,99531.81,102746.53
116686,99531.41,102746.61
116695,99531.61,102745.77
116702,99531.56,102746.08
116711,99531.86,102745.75
116719,99531.31,102745.62
116728,99531.72,102745.70
116736,99531.23,102745.95
116745,99531.53,102746.27
116753,99531.83,102745.88
116761,99531.36,102746.05
116771,99531.34,102745.66
116779,99531.59,102745.98
116787,99532.00,102745.84
116796,99532.19,102746.14
116803,99531.72,102746.03
116813,99531.50,102746.28
116821,99531.59,102745.69
116829,99531.77,102745.84
116837,99532.12,102745.91
116846,99531.02,102746.00
116854,99531.48,102745.97
116863,99531.73,102746.42
116871,99531.53,102745.81
116880,99531.55,102746.11
116888,99531.20,102746.08
116897,99531.11,102745.92
116905,99531.38,102745.62
116914,99531.84,102745.83
116921,99531.34,102746.02
116930,99531.27,102746.03
116939,99531.86,102746.25
116948,99531.72,102746.17
116956,99531.58,102746.28
116964,99530.88,102745.80
116972,99531.44,102746.00
116981,99531.14,102745.86
116989,99531.66,102745.98
116998,99531.64,102745.91
117006,99531.69,102746.06
117015,99531.84,102746.19
117023,99531.86,102746.08
117031,99531.59,102746.02
117040,99531.55,102745.73
117048,99531.73,102745.91
117056,99532.14,102746.53
117065,99531.88,102746.52
117074,99532.58,102746.36
117082,99532.31,102746.50
117091,99532.75,102746.52
117100,99532.31,102746.64
117107,99533.20,102746.61
117116,99532.73,102746.66
117125,99532.77,102746.77
117133,99533.48,102746.72
117142,99533.27,102747.05
117150,99533.28,102746.03
117158,99533.50,102746.70
117167,99533.58,102747.11
117175,99533.36,102746.98
117183,99533.31,102746.88
117191,99533.95,102747.23
117201,99533.56,102746.84
117209,99533.64,102747.38
117217,99533.94,102747.22
117226,99534.27,102747.55
117233,99533.89,102747.81
117242,99533.98,102747.20
117251,99534.41,102747.47
117259,99534.30,102747.09
117267,99534.20,102747.42
117276,99534.06,102747.28
117285,99534.48,102747.09
117293,99534.20,102747.67
117301,99534.53,102747.89
117309,99534.17,102747.72
117318,99534.81,102747.88
117326,99534.75,102747.95
117335,99534.28,102747.58
117343,99534.23,102747.88
117352,99534.02,102747.75
117360,99534.42,102747.94
117369,99534.66,102747.48
117377,99534.55,102747.47
117386,99534.56,102747.75
117394,99534.77,102747.81
117402,99534.20,102747.62
117411,99534.52,102747.95
117419,99534.52,102747.97
117428,99534.23,102747.98
117436,99534.34,102747.73
117445,99534.62,102747.92
117453,99534.25,102747.45
117461,99534.66,102748.41
117470,99534.44,102747.70
117478,99534.61,102748.12
117486,99534.91,102748.22
117495,99534.45,102748.62
117504,99534.77,102748.44
117511,99534.81,102747.78
117520,99534.66,102748.08
117529,99534.47,102747.61
117537,99534.80,102748.11
117545,99533.92,102748.36
117555,99535.23,102748.28
117562,99535.22,102748.59
117571,99535.31,102748.34
117579,99535.89,102748.22
117588,99534.89,102747.89
117596,99535.14,102748.16
117605,99535.42,102748.23
117613,99535.19,102748.03
117622,99534.84,102748.39
117630,99534.88,102748.23
117639,99535.45,102748.12
117647,99534.88,102748.53
117656,99535.33,102748.30
117663,99535.00,102748.45
117672,99535.59,102748.16
117681,99535.45,102748.25
117690,99535.08,102748.25
117697,99535.69,102748.20
117706,99535.33,102748.64
117715,99535.11,102748.09
117723,99535.38,102748.77
117732,99535.12,102748.64
117740,99535.34,102748.77
117749,99535.59,102748.56
117757,99535.27,102748.50
117765,99535.30,102747.92
117774,99534.91,102748.52
117781,99535.62,102748.88
117791,99535.70,102748.62
117799,99535.50,102748.88
117807,99535.69,102748.81
117815,99535.44,102748.72
117825,99535.56,102748.67
117832,99535.61,102748.67
117841,99535.89,102748.27
117849,99535.75,102748.14
117857,99535.55,102748.84
117866,99535.28,102749.05
117874,99535.64,102748.53
117883,99535.17,102748.86
117891,99535.70,102749.05
117900,99535.97,102748.81
117908,99536.19,102749.14
117917,99535.50,102748.39
117925,99535.41,102748.80
117934,99535.55,102748.53
117942,99535.69,102749.02
117950,99535.64,102749.05
117959,99535.73,102748.66
117967,99535.89,102748.77
117976,99536.14,102749.02
117985,99535.53,102748.83
117992,99535.98,102748.81
118001,99535.83,102748.88
118009,99535.84,102748.83
118018,99535.44,102748.94
118026,99535.84,102748.86
118034,99535.66,102749.09
118043,99535.88,102749.00
118051,99535.67,102748.61
118060,99536.39,102749.02
118068,99536.00,102749.47
118077,99536.30,102748.72
118085,99536.56,102748.84
118093,99535.62,102748.55
118102,99535.84,102749.05
118110,99535.91,102749.19
118119,99535.77,102749.62
118128,99535.95,102749.62
118137,99536.11,102748.81
118145,99536.34,102748.89
118153,99535.92,102749.25
118162,99536.05,102748.86
118170,99536.22,102749.14
118179,99536.00,102748.73
118188,99535.97,102748.92
118195,99535.64,102748.89
118204,99535.91,102749.09
118212,99536.16,102749.48
118221,99536.47,102749.55
118229,99535.94,102748.81
118238,99536.08,102749.16
118246,99536.36,102749.27
118255,99536.25,102749.28
118263,99536.00,102749.16
118271,99535.91,102748.84
118280,99536.48,102749.38
118288,99536.30,102749.41
118296,99536.61,102749.41
118305,99536.08,102749.38
118313,99536.41,102749.11
118322,99536.38,102749.02
118330,99535.81,102749.34
118339,99536.27,102749.27
118347,99536.41,102749.67
118356,99536.47,102749.12
118364,99536.61,102749.36
118371,99536.08,102749.08
118380,99536.55,102749.42
118390,99536.47,102749.36
118398,99536.78,102749.31
118406,99536.62,102749.61
118415,99536.44,102749.48
118422,99535.91,102749.16
118431,99536.19,102749.56
118440,99536.11,102749.23
118447,99536.89,102749.03
118456,99536.25,102749.19
118464,99536.19,102749.31
118473,99536.20,102749.05
118481,99536.42,102749.45
118490,99536.36,102749.41
118498,99536.48,102749.25
118507,99536.58,102749.38
118515,99536.06,102749.27
118524,99536.50,102748.91
118532,99536.28,102749.44
118541,99536.19,102749.59
118549,99536.02,102749.14
118558,99535.91,102749.03
118566,99536.42,102749.28
118574,99536.52,102749.36
118583,99536.56,102748.95
118591,99535.92,102749.30
118599,99536.39,102749.00
118608,99536.14,102749.53
118616,99536.55,102749.20
118625,99536.36,102749.28
118633,99536.84,102749.56
118641,99536.03,102749.02
118650,99536.09,102749.02
118658,99536.14,102749.67
118667,99536.41,102749.39
118676,99536.17,102749.52
118684,99535.88,102749.34
118693,99536.12,102749.45
118701,99536.14,102749.52
118710,99536.38,102749.45
118718,99535.81,102749.30
118726,99536.38,102749.45
118735,99535.84,102749.52
118743,99535.91,102749.53
118752,99536.28,102749.33
118760,99535.95,102749.25
118768,99535.97,102749.16
118778,99535.53,102749.53
118786,99536.00,102749.23
118794,99535.64,102748.95
118802,99535.73,102749.39
118810,99535.78,102749.48
118819,99535.94,102749.42
118827,99536.27,102749.03
118836,99535.88,102748.83
118845,99536.14,102749.50
118852,99535.97,102749.33
118862,99535.86,102749.30
118869,99535.55,102749.02
118878,99535.97,102749.38
118887,99535.97,102749.36
118895,99535.98,102749.16
118903,99536.16,102749.17
118912,99535.98,102749.06
118920,99536.12,102749.05
118928,99535.78,102748.95
118937,99535.64,102749.30
118945,99535.70,102749.17
118954,99536.25,102748.61
118962,99536.03,102749.27
118971,99536.17,102749.98
118979,99535.89,102749.67
118987,99536.00,102749.36
118996,99536.11,102749.34
119004,99536.08,102749.55
119013,99535.72,102749.47
119021,99536.08,102749.45
119030,99536.47,102749.22
119038,99535.81,102749.22
119047,99535.91,102748.92
119055,99535.78,102749.94
119064,99535.88,102749.33
119072,99535.78,102749.47
119081,99535.50,102749.42
119088,99535.89,102749.28
119098,99535.72,102749.02
119105,99535.98,102749.34
119114,99536.41,102749.91
119123,99535.91,102748.92
119130,99535.73,102749.45
119140,99535.53,102749.44
119148,99536.16,102749.05
119157,99535.92,102749.25
119165,99535.45,102749.34
119173,99535.56,102748.95
119181,99535.98,102749.16
119190,99536.06,102749.09
119198,99535.78,102749.05
119206,99535.97,102749.11
119216,99535.98,102749.36
119223,99535.91,102749.73
119232,99535.81,102749.23
119240,99535.78,102749.05
119249,99535.50,102749.55
119258,99535.56,102749.75
119266,99535.88,102749.16
119274,99535.91,102749.28
119283,99535.53,102749.23
119291,99535.70,102749.62
119300,99536.03,102749.20
119308,99535.91,102749.53
119316,99535.75,102750.17
119325,99535.67,102749.48
119333,99535.88,102749.20
119342,99535.69,102748.83
119350,99535.98,102749.53
119358,99535.73,102749.17
119367,99535.77,102749.50
119375,99535.81,102749.38
119384,99535.80,102749.12
119392,99535.97,102749.61
119400,99535.97,102749.73
119409,99535.69,102749.80
119417,99535.52,102749.52
119426,99535.52,102749.56
119434,99536.11,102749.16
119443,99536.22,102749.61
119451,99535.59,102749.19
119460,99535.80,102749.55
119468,99535.89,102749.31
119477,99535.59,102749.80
119486,99536.23,102749.48
119493,99536.19,102749.11
119502,99535.89,102749.28
119510,99535.89,102749.62
119519,99536.11,102749.62
119527,99536.16,102749.12
119535,99535.98,102749.61
119544,99535.92,102749.62
119552,99535.62,102749.88
119561,99536.11,102749.53
119569,99536.02,102749.52
119578,99535.88,102749.48
119586,99535.97,102749.77
119595,99536.08,102749.45
119603,99536.08,102749.50
119611,99536.53,102749.58
119620,99535.72,102749.44
119628,99536.03,102749.44
119637,99536.17,102749.53
119645,99536.16,102749.48
119654,99535.88,102749.70
119662,99536.16,102750.11
